"id","username","password","name","regtime","borntime","phone","email","address","catruc","luong","completion "
"9902276","An Bich Hao","402329","An Bich Hao","28/05/2019 17:15:38","1983/09/26 17:25:03","(84-8) 38 480 035","AnBichHao@gmail.com","268 MY DO STREET, BAC GIANG CITY, Ho Chi Minh City, Ho Chi Minh City","1","917986","1"
"7105954","An Man Nhi","116614","An Man Nhi","29/03/2011 17:04:49","2009/11/21 21:03:46","(08) 38576156/38578257","AnManNhi@gmail.com","649 Le Hong Phong, Ward 10, Dist.10, Tan Binh District, Ho Chi Minh City","3","1140517","3"
"9791229","An Thai Thanh","666087","An Thai Thanh","23/07/2017 22:34:36","1995/06/05 14:38:12","(84-4) 3823 4142/(84-4) 3823 5465","AnThaiThanh@gmail.com","NGUYEN TRAI STREET, BA DINH WARD, THANH HOA CITY, Hai Ba Trung District., Hanoi","1","2977231","4"
"1504854","An Bao Ha","396347","An Bao Ha","23/04/2015 10:40:23","2008/08/25 16:50:55","08. 7542186","AnBaoHa@gmail.com","300 Hai Ba Trung, District 3, Binh Thanh Dist., Hanoi","3","4953930","2"
"3929755","An Ngoc Quynh","651300","An Ngoc Quynh","04/08/2014 12:38:15","2009/06/13 22:26:50","(84-8) 8411725","AnNgocQuynh@gmail.com","Binh Son, Binh Tan District, Ho Chi Minh City","4","4358985","4"
"7117157","An Phuong Bao Han","839412","An Phuong Bao Han","26/11/2015 02:18:21","2008/02/29 02:36:47","(84-8) 8436722","AnPhuongBaoHan@gmail.com","Floor 5, 81C Thuy Khue Street, Ho Chi Minh City, Ho Chi Minh City","5","3096532","5"
"4521673","An Hai Yen","743965","An Hai Yen","07/08/2014 15:43:43","1994/11/03 01:53:51","(84-18) 385 2043","AnHaiYen@gmail.com","Chua Thong Street, Son Loc Ward, Son Tay Town, Tan Phong Ward, Ho Chi Minh City","1","2923584","5"
"4667560","Hoang Ngoc Quang","798110","Hoang Ngoc Quang","27/04/2014 08:09:47","1998/01/17 22:05:47","04.37478310","HoangNgocQuang@gmail.com","254B Highway 1, Ho Chi Minh City","4","1305540","5"
"9197166","Hoang Hong Quy","558709","Hoang Hong Quy","23/02/2020 20:55:55","1993/01/08 18:25:35","(84-8) 3875 0053/(84-8) 3875 0214","HoangHongQuy@gmail.com","1/22A Au Co St., Tan Son Nhi Ward, Ho Chi Minh City","3","4456734","3"
"5410940","Hoang Ngoc Tru","280146","Hoang Ngoc Tru","29/03/2017 17:38:48","1983/07/10 06:52:46","08. 7542186","HoangNgocTru@gmail.com","86/47 Ha Noi Highway, Linh Trung Ward, Binh Tan Dist., Ho Chi Minh City","1","2974311","5"
"1314095","Hoang The Anh","934133","Hoang The Anh","20/04/2019 03:34:01","1995/01/01 14:25:19","(84-8) 38 480 035","HoangTheAnh@gmail.com","1/120 Dinh Cong, Ngo Quyen Dist., Haiphong","1","3357772","2"
"1635559","Hoang Duong Anh","260162","Hoang Duong Anh","29/10/2016 21:02:00","1982/02/04 01:13:56","(08) 38576156/38578257","HoangDuongAnh@gmail.com","10 Ho Xuan Huong Street, Tan Binh District, Ho Chi Minh City","3","3652448","1"
"7648738","Hoang Hong Thinh","277838","Hoang Hong Thinh","10/01/2017 22:02:58","1983/08/10 10:12:56","(84-4) 3823 4142/(84-4) 3823 5465","HoangHongThinh@gmail.com","Kha Van Can, Area 4, Hiep Binh Chanh Ward, Yen Hung District, Quang Ninh","3","3364796","5"
"2960524","Hoang Quoc Minh","216009","Hoang Quoc Minh","31/03/2020 22:29:56","2002/12/27 03:42:47","84-90-6274687","HoangQuocMinh@gmail.com","33 Dang Thi Nhu St., Nguyen Thai Binh Ward, Dist. 1, Tam Phuoc Ip, An Giang","1","1828195","3"
"9493908","Hoang The Son","398367","Hoang The Son","02/02/2016 17:16:18","1987/10/20 16:39:26","( 84-8) 38944992","HoangTheSon@gmail.com","Kha Van Can, Area 4, Hiep Binh Chanh Ward, Yen Hung District, Quang Ninh","2","928310","1"
"2228547","Hoang Thanh Nguyen","227020","Hoang Thanh Nguyen","29/08/2013 06:24:54","1985/03/26 16:17:15","(84-8) 9974999","HoangThanhNguyen@gmail.com","177 Dien Bien Phu, Ho Chi Minh City, Ho Chi Minh City","1","3254546","3"
"6743663","Hoang An Nam","803261","Hoang An Nam","20/12/2019 17:58:47","1999/02/13 00:08:43","(84-8) 8436722","HoangAnNam@gmail.com","585 Hoang Lien StreetKim Tan Ward, City, Go Vap District, Ho Chi Minh City","2","4303548","2"
"7369454","Tran Uyen Nhi","572840","Tran Uyen Nhi","29/08/2017 16:46:50","1998/08/29 03:48:25","(84-18) 385 2043","TranUyenNhi@gmail.com","Amata Industrial Zone 104/1 Street 2, Lot 2, Tan Binh Dist, Ho Chi Minh City","1","2327624","2"
"1647559","Tran Nhat Thuong","564475","Tran Nhat Thuong","26/06/2013 06:31:13","2001/05/21 13:20:15","04.37478310","TranNhatThuong@gmail.com","287 Nguyen Thien Thuat, Ward 1, District 3, Ba Dinh District, Hanoi","2","1116414","5"
"7775781","Tran Viet Tuyet","270671","Tran Viet Tuyet","01/06/2019 15:05:34","2005/05/27 04:37:15","(84-8) 3875 0053/(84-8) 3875 0214","TranVietTuyet@gmail.com","243a Bui Dinh Tuy street, Ward 24, Tan Binh Dist., Ho Chi Minh City","2","2958904","1"
"3025763","Tran Vi An","156256","Tran Vi An","28/11/2017 06:40:16","1993/05/02 06:56:59","08. 7542186","TranViAn@gmail.com","157-159 Xuan Hong Street, Ward 12, Tan Binh District, Ho Chi Minh City","5","2833501","1"
"4025106","Tran Bich Phuong","404438","Tran Bich Phuong","14/05/2012 07:50:24","1993/07/02 17:07:50","(84-8) 38 480 035","TranBichPhuong@gmail.com","Industrial zones Yen Phong, Yen Phong, Phu Nhuan District, Ho Chi Minh City","2","4582682","5"
"5758347","Tran Ngoc Diem","797729","Tran Ngoc Diem","24/05/2019 15:15:49","1999/09/16 04:11:28","(08) 38576156/38578257","TranNgocDiem@gmail.com","Nguyen Dang Dao, District Ninh Kieu, Can Tho","1","3254977","1"
"4856001","Tran Minh Ngan","803115","Tran Minh Ngan","11/04/2017 20:49:38","2006/09/28 16:30:24","(84-4) 3823 4142/(84-4) 3823 5465","TranMinhNgan@gmail.com","Chua Thong Street, Son Loc Ward, Son Tay Town, Tan Phong Ward, Ho Chi Minh City","4","2280461","1"
"4947766","Tran Thien Giang","406106","Tran Thien Giang","15/12/2012 19:24:22","1984/03/11 17:08:16","08. 7542186","TranThienGiang@gmail.com","1/22A Au Co St., Tan Son Nhi Ward, Ho Chi Minh City, Ho Chi Minh City","4","2624345","5"
"2331562","Tran Ai Nhi","944767","Tran Ai Nhi","01/10/2013 21:54:18","2004/01/15 10:57:43","(84-34) 3 832 256","TranAiNhi@gmail.com","304/51a Dao Duy Anh, 9 Ward, Minh Khai Ward, Ho Chi Minh City","3","2580928","4"
"4064730","Tran Cam Chi","848998","Tran Cam Chi","10/09/2016 15:33:08","1983/07/08 08:23:27","(04) 36648767","TranCamChi@gmail.com","229 Bai Say St., Ward 4, Dist. 6, Gia Lam District, Hanoi","1","1332933","1"
"2841860","Nguyen Quang Thong","613837","Nguyen Quang Thong","25/03/2019 06:15:01","1992/08/29 06:13:23","(84-8) 8411725","NguyenQuangThong@gmail.com","1C Trang Tien, Trang Tien Ward, Hoang Mai Dist., Haiphong","2","2469029","1"
"4132750","Nguyen Ngoc Thach","515175","Nguyen Ngoc Thach","20/03/2014 01:19:08","1983/07/18 02:59:42","(84-8) 8436722","NguyenNgocThach@gmail.com","10 Ho Xuan Huong Street, Tan Binh District, Ho Chi Minh City","1","1934089","2"
"6071758","Nguyen Thanh Thien","280880","Nguyen Thanh Thien","27/06/2019 21:59:26","2006/09/01 03:35:26","(84-18) 385 2043","NguyenThanhThien@gmail.com","21 Ha Huy Tap street, Phu My Hung, Tan Phong Ward, Dong Da District, Hanoi","5","4395442","2"
"7869361","Nguyen Truong An","300235","Nguyen Truong An","22/11/2011 17:24:20","1994/07/09 21:51:10","04.37478310","NguyenTruongAn@gmail.com","16B Da Nang St., May To Ward, Gia Lam District, Ho Chi Minh City","3","4034795","3"
"5986894","Nguyen Khai Tam","883651","Nguyen Khai Tam","23/01/2019 09:55:11","1997/08/11 15:35:38","(84-8) 3875 0053/(84-8) 3875 0214","NguyenKhaiTam@gmail.com","166-172 Street 1, Binh Tri Dong B Ward, Hoang Mai Dist., Hanoi","1","4887253","3"
"9011464","Nguyen Duy Hung","560265","Nguyen Duy Hung","07/03/2019 19:19:59","2000/09/26 18:48:52","08. 7542186","NguyenDuyHung@gmail.com","20 Le Hong Phong Street, Ho Chi Minh City, Hanoi","3","889319","1"
"9009615","Nguyen Anh Thai","459196","Nguyen Anh Thai","15/08/2019 09:57:13","2008/07/18 21:04:08","(84-8) 38 480 035","NguyenAnhThai@gmail.com","423 Nguyen Khang St., Yen Hoa Ward, Binh Thanh District, Ho Chi Minh City","3","2822462","3"
"9100973","Nguyen Gia Thien","790099","Nguyen Gia Thien","04/11/2010 18:47:30","1989/10/03 21:05:31","(08) 38576156/38578257","NguyenGiaThien@gmail.com","10 - 11 Nguyen Ai Quoc, KP 8, Ho Chi Minh City, Ho Chi Minh City","4","4059997","4"
"4945014","Nguyen Bao Lan","683809","Nguyen Bao Lan","04/05/2011 21:35:58","1990/07/05 11:40:23","(84-4) 3823 4142/(84-4) 3823 5465","NguyenBaoLan@gmail.com","135 Nguyen Viet Xuan Street, Vinh City, Binh Phuoc Province, Binh Phuoc","4","1477549","4"
"3677964","Nguyen Bich Thao","843471","Nguyen Bich Thao","07/04/2011 09:43:25","1985/06/04 15:01:55","84-90-6274687","NguyenBichThao@gmail.com","Lo 9, C, Industrial zones Tan Tao, Tan Phu Dist., Ho Chi Minh City","2","4206298","2"
"7005295","Nguyen Van Ngoc","403667","Nguyen Van Ngoc","04/06/2015 09:17:33","2000/05/26 01:36:36","( 84-8) 38944992","NguyenVanNgoc@gmail.com","NGUYEN TRAI STREET, BA DINH WARD, THANH HOA CITY, Hai Ba Trung District., Hanoi","2","1392202","3"
"4284941","Nguyen Van Chi","716713","Nguyen Van Chi","27/10/2010 14:59:19","2005/06/08 03:07:30","(84-8) 9974999","NguyenVanChi@gmail.com","22 Doc Lap Street, Phu Nhuan Dist., Ho Chi Minh City","2","535624","1"
"5945044","Nguyen Tu Linh","902923","Nguyen Tu Linh","27/07/2012 14:21:59","2009/09/19 06:01:00","(84-8) 8436722","NguyenTuLinh@gmail.com","No. 34A Han Thuyen, District Hai Ba Trung, Ha Noi, Hanoi","3","1622706","1"
"7417827","Nguyen Thuy Trang","960518","Nguyen Thuy Trang","12/08/2019 09:26:46","1982/10/31 09:58:53","(84-18) 385 2043","NguyenThuyTrang@gmail.com","126A+127 Dien Bien Phu StreetWard 6, Town, Phu Nhuan District, Ho Chi Minh City","3","2478088","4"
"9690811","Nguyen Tue Man","161905","Nguyen Tue Man","04/01/2012 14:43:47","1987/01/15 02:25:15","04.37478310","NguyenTueMan@gmail.com","Tay Dang Town, Ba Vi Dist, Ho Chi Minh City, Ho Chi Minh City","1","4819385","2"
"3746157","Nguyen Thanh Tuyet","855902","Nguyen Thanh Tuyet","03/08/2017 19:38:04","2004/08/11 22:08:43","(84-8) 3875 0053/(84-8) 3875 0214","NguyenThanhTuyet@gmail.com","Collective Academy of Finance, Group 10, Cau Dien Town, Thu Duc Dist., Ho Chi Minh City","2","1674258","1"
"9422142","Nguyen Le Chi","509685","Nguyen Le Chi","04/02/2012 02:15:24","1989/08/23 08:21:28","08. 7542186","NguyenLeChi@gmail.com","NGUYEN TRAI STREET, BA DINH WARD, THANH HOA CITY, Hai Ba Trung District., Hanoi","3","4256258","3"
"5885168","Nguyen Quynh Thanh","294990","Nguyen Quynh Thanh","19/12/2011 06:34:22","2004/02/15 19:39:14","(84-8) 38 480 035","NguyenQuynhThanh@gmail.com","1425 - 1427, Area My Toan 2, Tan Phong, Thu Duc Dist., Ho Chi Minh City","1","1723840","1"
"5526773","Nguyen Minh Tam","607667","Nguyen Minh Tam","21/02/2020 23:31:27","1981/07/28 01:07:57","(08) 38576156/38578257","NguyenMinhTam@gmail.com","Thanh Tri Ward, Nam Dinh City, Nam Dinh","5","2439445","4"
"5864294","Nguyen Xuyen Chi","644742","Nguyen Xuyen Chi","21/02/2015 08:36:00","1986/08/22 02:07:20","(84-4) 3823 4142/(84-4) 3823 5465","NguyenXuyenChi@gmail.com","75/16 Go Dau Street, Tan Quy Ward, Hai Ba Trung Dist., Hanoi","1","4830670","2"
"1149383","Nguyen Gia Thien","775550","Nguyen Xuan Lan","18/02/2018 02:40:13","1998/08/23 00:20:47","08. 7542186","NguyenGiaThien@gmail.com","33 Dang Thi Nhu St., Nguyen Thai Binh Ward, Dist. 1, Tam Phuoc Ip, An Giang","1","533405","3"
"8875794","Nguyen Le Chi","312348","Nguyen Phuong Khanh Huyen","12/07/2011 01:35:17","1990/11/08 23:03:21","(84-8) 38 480 035","NguyenLeChi@gmail.com","Binh Duc 1, Vung Tau City, Ba Ria-Vung Tau","4","2558776","4"
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
